cluster_kmeans,StockCode,Description,transactions_count,quantity_sold,revenue
0,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,114,1707,4136.849999999999
0,16014,SMALL CHINESE STYLE SCISSOR,21,12753,4096.26
0,22847,BREAD BIN DINER STYLE IVORY,130,256,4061.2
0,85152,HAND OVER THE CHOCOLATE   SIGN ,189,1992,4035.6000000000004
0,21733,RED HANGING HEART T-LIGHT HOLDER,220,1405,4003.9500000000003
0,22492,MINI PAINT SET VINTAGE ,128,6217,3983.4500000000003
0,21755,LOVE BUILDING BLOCK WORD,201,663,3980.55
0,22697,GREEN REGENCY TEACUP AND SAUCER,214,1385,3941.7500000000005
0,21212,PACK OF 72 RETROSPOT CAKE CASES,358,7496,3932.4800000000005
0,48187,DOORMAT NEW ENGLAND,180,519,3915.15
0,22090,PAPER BUNTING RETROSPOT,161,1381,3913.9500000000003
0,23582,VINTAGE DOILY JUMBO BAG RED ,70,2070,3870.6000000000004
0,22624,IVORY KITCHEN SCALES,183,468,3870.05
0,22617,BAKING SET SPACEBOY DESIGN,168,812,3851.4
0,23206,LUNCH BAG APPLE DESIGN,245,2344,3847.6
0,20750,RED RETROSPOT MINI CASES,138,520,3802.7999999999997
0,22113,GREY HEART HOT WATER BOTTLE,168,954,3798.5
0,20726,LUNCH BAG WOODLAND,271,2317,3783.05
0,23301,GARDENERS KNEELING PAD KEEP CALM ,267,2361,3780.4499999999994
0,84946,ANTIQUE SILVER T-LIGHT GLASS,189,3141,3775.77
0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,197,13577,3706.9299999999994
0,22499,WOODEN UNION JACK BUNTING,111,658,3699.1000000000004
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,283,1266,3687.9000000000005
0,22197,POPCORN HOLDER,206,4643,3687.85
0,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,158,1283,3679.07
0,21929,JUMBO BAG PINK VINTAGE PAISLEY,179,1884,3670.96
0,20972,PINK CREAM FELT CRAFT TRINKET BOX ,214,3031,3649.67
0,22114,HOT WATER BOTTLE TEA AND SYMPATHY,179,888,3640.6
0,82484,WOOD BLACK BOARD ANT WHITE FINISH,160,488,3622.2000000000003
0,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,102,2928,3609.84
0,23173,REGENCY TEAPOT ROSES ,122,382,3606.5
0,15036,ASSORTED COLOURS SILK FAN,93,4848,3590.64
0,48194,DOORMAT HEARTS,176,466,3582.9
0,22633,HAND WARMER UNION JACK,177,1736,3573.6000000000004
0,23300,GARDENERS KNEELING PAD CUP OF TEA ,217,2279,3568.3499999999995
0,22193,RED DINER WALL CLOCK,130,440,3566.6000000000004
0,21485,RETROSPOT HEART HOT WATER BOTTLE,188,734,3532.5000000000005
0,22427,ENAMEL FLOWER JUG CREAM,176,604,3521.8
0,47590B,PINK HAPPY BIRTHDAY BUNTING,144,673,3507.8500000000004
0,23356,LOVE HOT WATER BOTTLE,152,621,3478.9500000000003
0,21843,RED RETROSPOT CAKE STAND,140,320,3473.9999999999995
0,20749,ASSORTED COLOUR MINI CASES,122,472,3430.8
0,22621,TRADITIONAL KNITTING NANCY,196,2170,3415.0999999999995
0,23078,ICE CREAM PEN LIP GLOSS ,88,2768,3409.6
0,22866,HAND WARMER SCOTTY DOG DESIGN,188,1631,3401.1000000000004
0,22726,ALARM CLOCK BAKELIKE GREEN,204,909,3390.75
0,21915,RED  HARMONICA IN BOX ,193,2780,3383.8
0,22568,FELTCRAFT CUSHION OWL,168,920,3376.56
0,84375,SET OF 20 KIDS COOKIE CUTTERS,152,1613,3351.3
0,23076,ICE CREAM SUNDAE LIP GLOSS,87,2712,3339.6
0,20685,DOORMAT RED RETROSPOT,168,434,3327.9
0,22629,SPACEBOY LUNCH BOX ,182,1737,3310.35
0,22053,EMPIRE DESIGN ROSETTE,7,3959,3269.1699999999996
0,22189,CREAM HEART CARD HOLDER,168,836,3261.88
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,174,487,3244.65
0,23200,JUMBO BAG PEARS,137,1657,3229.55
0,22607,WOODEN ROUNDERS GARDEN SET ,111,342,3223.1
0,21166,COOK WITH WINE METAL SIGN ,195,1573,3200.78
0,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,101,420,3164.0
0,21731,RED TOADSTOOL LED NIGHT LIGHT,154,1917,3163.0499999999997
0,22728,ALARM CLOCK BAKELIKE PINK,191,851,3155.25
0,22698,PINK REGENCY TEACUP AND SAUCER,171,1108,3153.4
0,22558,CLOTHES PEGS RETROSPOT PACK 24 ,217,2040,3131.9199999999996
0,23320,GIANT 50'S CHRISTMAS CRACKER,135,1176,3112.52
0,23203,JUMBO BAG DOILEY PATTERNS,122,1588,3109.2400000000002
0,22625,RED KITCHEN SCALES,131,380,3107.6000000000004
0,22149,FELTCRAFT 6 FLOWER FRIENDS,205,1517,3105.7000000000003
0,35970,ZINC FOLKART SLEIGH BELLS,138,1880,3086.0
0,47590A,BLUE HAPPY BIRTHDAY BUNTING,137,579,3075.55
0,22867,HAND WARMER BIRD DESIGN,184,1456,3057.6000000000004
0,22722,SET OF 6 SPICE TINS PANTRY DESIGN,214,786,3056.7000000000003
0,21232,STRAWBERRY CERAMIC TRINKET BOX,181,2575,3041.86
0,22144,CHRISTMAS CRAFT LITTLE FRIENDS,179,1513,3029.8
0,23343,JUMBO BAG VINTAGE CHRISTMAS ,138,1464,2958.12
0,23240,SET OF 4 KNICK KNACK TINS DOILY ,137,716,2952.2000000000003
0,22467,GUMBALL COAT RACK,151,1227,2934.45
0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,159,794,2921.34
0,22605,WOODEN CROQUET GARDEN SET,88,214,2911.1
0,22941,CHRISTMAS LIGHTS 10 REINDEER,100,347,2908.7
0,23103,JINGLE BELL HEART DECORATION,126,1762,2907.2999999999997
0,22993,SET OF 4 PANTRY JELLY MOULDS,250,2331,2900.07
0,23319,BOX OF 6 MINI 50'S CRACKERS,157,1213,2897.3700000000003
0,23322,LARGE WHITE HEART OF WICKER,207,995,2887.2500000000005
0,22630,DOLLY GIRL LUNCH BOX,180,1500,2886.6
0,22560,TRADITIONAL MODELLING CLAY,120,2455,2886.35
0,84978,HANGING HEART JAR T-LIGHT HOLDER,187,2393,2881.43
0,22662,LUNCH BAG DOLLY GIRL DESIGN,179,1790,2853.5
0,22551,PLASTERS IN TIN SPACEBOY,216,1729,2852.8499999999995
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,90,905,2852.29
0,23493,VINTAGE DOILY TRAVEL SEWING KIT,153,1467,2800.65
0,22561,WOODEN SCHOOL COLOURING SET,141,1728,2793.5999999999995
0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,192,4349,2769.25
0,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,131,1406,2763.69
0,21524,DOORMAT SPOTTY HOME SWEET HOME,122,366,2748.6
0,23439,HAND WARMER RED LOVE HEART,152,1331,2747.1000000000004
0,21914,BLUE HARMONICA IN BOX ,174,2234,2746.9
0,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,94,241,2739.55
0,84029E,RED WOOLLY HOTTIE WHITE HEART.,121,693,2716.29
0,22791,T-LIGHT GLASS FLUTED ANTIQUE,110,2309,2703.85
0,23207,LUNCH BAG ALPHABET DESIGN,205,1642,2702.5
0,22750,FELTCRAFT PRINCESS LOLA DOLL,152,735,2700.09
0,23321,SMALL WHITE HEART OF WICKER,234,1645,2675.1299999999997
0,22554,PLASTERS IN TIN WOODLAND ANIMALS,214,1608,2653.2
0,22741,FUNKY DIVA PEN,62,3121,2652.85
0,23486,ANTIQUE HEART SHELF UNIT,37,189,2639.25
0,22622,BOX OF VINTAGE ALPHABET BLOCKS,78,243,2629.85
0,22158,3 HEARTS HANGING DECORATION RUSTIC,106,916,2625.4
0,23108,SET OF 10 LED DOLLY LIGHTS,135,438,2613.66
0,22752,SET 7 BABUSHKA NESTING BOXES,80,351,2608.5
0,22632,HAND WARMER RED RETROSPOT,127,1270,2595.0000000000005
0,20724,RED RETROSPOT CHARLOTTE BAG,188,3226,2565.3
0,21136,PAINTED METAL PEARS ASSORTED,135,1510,2551.9
0,23318,BOX OF 6 MINI VINTAGE CRACKERS,145,1057,2551.57
0,84997D,CHILDRENS CUTLERY POLKADOT PINK,110,628,2550.2000000000003
0,85014B,RED RETROSPOT UMBRELLA,93,460,2545.0
0,21790,VINTAGE SNAP CARDS,266,3006,2517.66
0,22759,SET OF 3 NOTEBOOKS IN PARCEL,157,1522,2492.0999999999995
0,22294,HEART FILIGREE DOVE  SMALL,95,1982,2477.5
0,23082,SET 6 PAPER TABLE LANTERN HEARTS ,111,666,2475.42
0,23008,DOLLY GIRL BABY GIFT SET,53,156,2464.2
0,22570,FELTCRAFT CUSHION RABBIT,129,666,2462.94
0,21791,VINTAGE HEADS AND TAILS CARD GAME ,180,2033,2459.17
0,23311,VINTAGE CHRISTMAS STOCKING ,127,962,2453.1
0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,204,1896,2452.64
0,23461,SWEETHEART BIRD HOUSE,41,717,2448.55
0,23007, SPACEBOY BABY GIFT SET,54,154,2442.2999999999997
0,22826,LOVE SEAT ANTIQUE WHITE METAL,16,26,2430.0
0,22966,GINGERBREAD MAN COOKIE CUTTER,200,1932,2415.0
0,21523,DOORMAT FANCY FONT HOME SWEET HOME,104,320,2408.1
0,82486,WOOD S/3 CABINET ANT WHITE FINISH,109,275,2395.25
0,21326,AGED GLASS SILVER T-LIGHT HOLDER,102,3944,2389.6000000000004
0,84378,SET OF 3 HEART COOKIE CUTTERS,211,1820,2388.2
0,48184,DOORMAT ENGLISH ROSE ,130,310,2385.9
0,20712,JUMBO BAG WOODLAND ANIMALS,130,1200,2383.87
0,22553,PLASTERS IN TIN SKULLS,182,1452,2376.5999999999995
0,22766,PHOTO FRAME CORNICE,169,812,2376.2000000000003
0,22556,PLASTERS IN TIN CIRCUS PARADE ,168,1439,2374.3499999999995
0,22740,POLKADOT PEN,54,2788,2369.7999999999997
0,15056BL,EDWARDIAN PARASOL BLACK,57,428,2366.6000000000004
0,22776,SWEETHEART CAKESTAND 3 TIER,128,242,2361.5
0,22668,PINK BABY BUNTING,81,849,2344.5499999999997
0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,221,4501,2335.15
0,22659,LUNCH BOX I LOVE LONDON,106,1199,2328.0499999999997
0,22846,BREAD BIN DINER STYLE RED ,86,146,2320.75
0,21930,JUMBO STORAGE BAG SKULLS,113,1174,2319.86
0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,136,779,2298.05
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,134,468,2297.4
0,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,72,261,2278.35
0,22557,PLASTERS IN TIN VINTAGE PAISLEY ,204,1372,2263.7999999999997
0,22424,ENAMEL BREAD BIN CREAM,112,184,2259.6
0,21481,FAWN BLUE HOT WATER BOTTLE,126,687,2255.13
0,22634,CHILDS BREAKFAST SET SPACEBOY ,87,245,2249.25
0,21479,WHITE SKULL HOT WATER BOTTLE ,134,555,2245.25
0,23581,JUMBO BAG PAISLEY PARK,105,1119,2240.52
0,22940,FELTCRAFT CHRISTMAS FAIRY,99,540,2232.0
0,20971,PINK BLUE FELT CRAFT TRINKET BOX,163,1798,2217.86
0,23208,LUNCH BAG VINTAGE LEAF DESIGN,163,1355,2215.75
0,22655,VINTAGE RED KITCHEN CABINET,12,15,2215.0
0,21121,SET/10 RED POLKADOT PARTY CANDLES,115,1769,2211.25
0,22569,FELTCRAFT CUSHION BUTTERFLY,113,601,2210.55
0,22992,REVOLVER WOODEN RULER ,113,1128,2199.6
0,22952,60 CAKE CASES VINTAGE CHRISTMAS,172,4358,2194.1
0,20679,EDWARDIAN PARASOL RED,64,397,2182.15
0,84991,60 TEATIME FAIRY CAKE CASES,225,4209,2174.55
0,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,12,14,2150.0
0,22273,FELTCRAFT DOLL MOLLY,128,742,2145.7000000000003
0,84970S,HANGING HEART ZINC T-LIGHT HOLDER,156,2629,2143.93
0,23209,LUNCH BAG VINTAGE DOILY ,153,1309,2139.85
0,20713,JUMBO BAG OWLS,99,1114,2136.85
0,23209,LUNCH BAG DOILEY PATTERN ,121,1331,2136.15
0,22692,DOORMAT WELCOME TO OUR HOME,102,279,2135.25
0,82582,AREA PATROLLED METAL SIGN,121,1032,2131.2000000000003
0,21174,POTTERING IN THE SHED METAL SIGN,133,1028,2129.53
0,22385,JUMBO BAG SPACEBOY DESIGN,119,1068,2127.6
0,47591D,PINK FAIRY CAKE CHILDRENS APRON,156,1129,2119.95
0,21122,SET/10 PINK POLKADOT PARTY CANDLES,116,1695,2118.75
0,22418,10 COLOUR SPACEBOY PEN,116,2485,2112.25
0,84836,ZINC METAL HEART DECORATION,159,1689,2111.25
0,22768,FAMILY PHOTO FRAME CORNICE,113,212,2109.3999999999996
0,23169,CLASSIC GLASS COOKIE JAR,129,518,2108.9
0,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,175,2592,2103.3599999999997
0,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,140,2082,2095.62
0,72741,GRAND CHOCOLATECANDLE,85,1523,2093.15
0,82600,NO SINGING METAL SIGN,129,1010,2079.0000000000005
0,22488,NATURAL SLATE RECTANGLE CHALKBOARD,118,1319,2070.75
0,23215,JINGLE BELL HEART ANTIQUE SILVER,96,1006,2064.64
0,22619,SET OF 6 SOLDIER SKITTLES,121,549,2058.75
0,23256,CHILDRENS CUTLERY SPACEBOY ,113,494,2050.1000000000004
0,37449,CERAMIC CAKE STAND + HANGING CAKES,67,224,2049.0
0,21891,TRADITIONAL WOODEN SKIPPING ROPE,148,1464,2038.3999999999999
0,22767,TRIPLE PHOTO FRAME CORNICE ,93,207,2036.4499999999998
0,22150,3 STRIPEY MICE FELTCRAFT,169,1047,2014.05
0,21889,WOODEN BOX OF DOMINOES,170,1610,2012.5
0,22652,TRAVEL SEWING KIT,155,1219,2011.35
0,22989,SET 2 PANTRY DESIGN TEA TOWELS,121,636,2009.8
0,22147,FELTCRAFT BUTTERFLY HEARTS,161,1407,2005.7499999999998
0,22192,BLUE DINER WALL CLOCK,91,243,2004.3000000000002
0,85014A,BLACK/BLUE POLKADOT UMBRELLA,81,361,2003.95
0,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,120,547,1999.41
0,84078A,SET/4 WHITE RETRO STORAGE CUBES ,39,52,1997.4
0,22555,PLASTERS IN TIN STRONGMAN,162,1209,1994.8499999999997
0,71459,HANGING JAM JAR T-LIGHT HOLDER,100,2499,1989.99
0,22141,CHRISTMAS CRAFT TREE TOP ANGEL,134,977,1973.7000000000003
0,22456,NATURAL SLATE CHALKBOARD LARGE ,109,419,1973.2500000000002
0,22303,COFFEE MUG APPLES DESIGN,93,799,1973.1
0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,230,2349,1971.6899999999998
0,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,134,793,1968.1499999999999
0,84997B,CHILDRENS CUTLERY RETROSPOT RED ,89,486,1961.7
0,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,85,1792,1961.28
0,22970,LONDON BUS COFFEE MUG,88,811,1957.35
0,22271,FELTCRAFT DOLL ROSIE,111,675,1948.0500000000002
0,23126,FELTCRAFT GIRL AMELIE KIT,99,395,1945.65
0,47566B,TEA TIME PARTY BUNTING,90,395,1944.75
0,21314,SMALL GLASS HEART TRINKET POT,144,936,1941.6000000000001
0,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,98,1571,1927.27
0,21908,CHOCOLATE THIS WAY METAL SIGN,137,916,1911.6000000000001
0,23080,RED METAL BOX TOP SECRET,80,233,1910.25
0,22296,HEART IVORY TRELLIS LARGE,113,1157,1909.0499999999997
0,22635,CHILDS BREAKFAST SET DOLLY GIRL ,70,202,1905.5
0,22620,4 TRADITIONAL SPINNING TOPS,141,1338,1900.4999999999998
0,20969,RED FLORAL FELTCRAFT SHOULDER BAG,99,518,1899.3
0,22840,ROUND CAKE TIN VINTAGE RED,91,249,1895.5500000000002
0,22429,ENAMEL MEASURING JUG CREAM,137,452,1891.0
0,21380,WOODEN HAPPY BIRTHDAY GARLAND,82,667,1890.8500000000001
0,22795,SWEETHEART RECIPE BOOK STAND,104,282,1890.2
0,23109,PACK OF SIX LED TEA LIGHTS,79,652,1884.28
0,23083,SET 6 PAPER TABLE LANTERN STARS ,77,508,1882.92
0,21936,RED RETROSPOT PICNIC BAG,115,645,1882.75
0,82583,HOT BATHS METAL SIGN,131,893,1869.6000000000001
0,22191,IVORY DINER WALL CLOCK,113,221,1868.3
0,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,111,2248,1860.8799999999999
0,84997C,CHILDRENS CUTLERY POLKADOT BLUE,81,459,1849.25
0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,102,221,1847.9
0,21213,PACK OF 72 SKULL CAKE CASES,173,3596,1846.7600000000002
0,22796,PHOTO FRAME 3 CLASSIC HANGING,99,185,1846.55
0,22505,MEMO BOARD COTTAGE DESIGN,111,379,1842.45
0,22507,MEMO BOARD RETROSPOT  DESIGN,140,372,1841.4
0,21231,SWEETHEART CERAMIC TRINKET BOX,132,1513,1836.53
0,22367,CHILDRENS APRON SPACEBOY DESIGN,175,952,1834.8
0,85049A,TRADITIONAL CHRISTMAS RIBBONS,118,1533,1834.17
0,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,99,462,1828.5
0,23174,REGENCY SUGAR BOWL GREEN,91,447,1816.65
0,23170,REGENCY TEA PLATE ROSES ,98,1111,1804.3499999999997
0,23503,PLAYING CARDS KEEP CALM & CARRY ON,133,1460,1804.0
0,22142,CHRISTMAS CRAFT WHITE FAIRY ,133,1286,1801.5
0,23310,BUBBLEGUM RING ASSORTED,87,4321,1793.22
0,22804,CANDLEHOLDER PINK HANGING HEART,110,616,1791.6000000000001
0,23247,BISCUIT TIN 50'S CHRISTMAS,119,623,1786.07
0,22690,DOORMAT HOME SWEET HOME BLUE ,94,232,1782.3
0,22730,ALARM CLOCK BAKELIKE IVORY,119,479,1778.25
0,22950,36 DOILIES VINTAGE CHRISTMAS,70,1285,1776.85
0,22487,WHITE WOOD GARDEN PLANT LADDER,121,183,1764.3
0,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,94,477,1754.19
0,48188,DOORMAT WELCOME PUPPIES,84,230,1753.2
0,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,86,262,1739.7
0,22751,FELTCRAFT PRINCESS OLIVIA DOLL,98,473,1734.87
0,22169,FAMILY ALBUM WHITE PICTURE FRAME,91,206,1723.8
0,21217,RED RETROSPOT ROUND CAKE TINS,88,174,1719.3
0,23238,SET OF 4 KNICK KNACK TINS LONDON ,66,423,1717.0500000000002
0,21533,RETROSPOT LARGE MILK JUG,112,356,1712.5
0,23552,BICYCLE PUNCTURE REPAIR KIT ,37,898,1710.5600000000002
0,21888,BINGO SET,109,452,1695.0
0,84988,SET OF 72 PINK HEART PAPER DOILIES,95,1224,1693.1999999999998
0,22784,LANTERN CREAM GAZEBO ,106,352,1692.7
0,22087,PAPER BUNTING WHITE LACE,75,590,1692.5000000000002
0,23254,CHILDRENS CUTLERY DOLLY GIRL ,95,407,1689.0500000000002
0,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,186,3148,1684.6000000000001
0,21907,I'M ON HOLIDAY METAL SIGN,125,801,1682.1000000000001
0,21169,YOU'RE CONFUSING ME METAL SIGN ,114,1014,1673.3400000000001
0,23263,SET OF 3 WOODEN HEART DECORATIONS,155,1346,1662.34
0,22485,SET OF 2 WOODEN MARKET CRATES,58,130,1657.5
0,21833,CAMOUFLAGE LED TORCH,51,1016,1652.24
0,21912,VINTAGE SNAKES & LADDERS,105,444,1652.04
0,23497,CLASSIC CHROME BICYCLE BELL ,64,1181,1649.85
0,22584,PACK OF 6 PANNETONE GIFT BOXES,57,670,1643.7
0,23340,VINTAGE CHRISTMAS CAKE FRILL,56,1053,1641.4499999999998
0,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,48,1053,1641.33
0,22302,COFFEE MUG PEARS  DESIGN,73,673,1635.1499999999999
0,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,75,549,1631.55
0,21975,PACK OF 60 DINOSAUR CAKE CASES,177,3129,1627.3500000000001
0,21669,BLUE STRIPE CERAMIC DRAWER KNOB,91,1243,1621.71
0,23312,VINTAGE CHRISTMAS GIFT SACK,75,390,1618.5000000000002
0,22504,CABIN BAG VINTAGE RETROSPOT,11,79,1618.4499999999998
0,21210,SET OF 72 RETROSPOT PAPER  DOILIES,110,1140,1614.6
0,17003,BROCADE RING PURSE ,79,5760,1614.44
0,22627,MINT KITCHEN SCALES,91,193,1609.9
0,23480,MINI LIGHTS WOODLAND MUSHROOMS,61,440,1605.8400000000001
0,23085,ANTIQUE SILVER BAUBLE LAMP  ,35,173,1594.95
0,23296,SET OF 6 TEA TIME BAKING CASES,119,1360,1592.48
0,23234,BISCUIT TIN VINTAGE CHRISTMAS,102,556,1592.44
0,48185,DOORMAT FAIRY CAKE,73,206,1584.9
0,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,36,591,1570.65
0,22809,SET OF 6 T-LIGHTS SANTA,76,547,1570.4500000000003
0,23127,FELTCRAFT GIRL NICOLE KIT,71,319,1569.45
0,22355,CHARLOTTE BAG SUKI DESIGN,167,1902,1565.09
0,22464,HANGING METAL HEART LANTERN,100,967,1564.3099999999997
0,23569,TRADTIONAL ALPHABET STAMP SET,66,316,1564.2
0,21535,RED RETROSPOT SMALL MILK JUG,124,621,1561.9499999999998
0,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,67,431,1558.65
0,84949,SILVER HANGING T-LIGHT HOLDER,99,960,1557.3999999999999
0,21155,RED RETROSPOT PEG BAG,95,638,1551.75
0,22971,QUEENS GUARD COFFEE MUG,81,633,1551.6
0,23240,SET OF 4 KNICK KNACK TINS DOILEY ,54,375,1537.0500000000002
0,22900,SET 2 TEA TOWELS I LOVE LONDON ,64,472,1534.0
0,85150,LADIES & GENTLEMEN METAL SIGN,104,618,1532.6999999999998
0,23349,ROLL WRAP VINTAGE CHRISTMAS,109,1251,1530.99
0,23351,ROLL WRAP 50'S CHRISTMAS,126,1235,1526.11
0,21124,SET/10 BLUE POLKADOT PARTY CANDLES,90,1217,1521.25
0,22065,CHRISTMAS PUDDING TRINKET POT ,74,3447,1517.11
0,22295,HEART FILIGREE DOVE LARGE,85,916,1511.3999999999999
0,21756,BATH BUILDING BLOCK WORD,86,251,1511.15
0,20719,WOODLAND CHARLOTTE BAG,131,1868,1511.1
0,21892,TRADITIONAL WOODEN CATCH CUP GAME ,121,1229,1508.89
0,21164,HOME SWEET HOME METAL SIGN ,89,521,1508.15
0,23571,TRADITIONAL NAUGHTS & CROSSES,91,929,1504.0499999999997
